#"Step","Potential Energy (kJ/mole)","Temperature (K)","Density (g/mL)"
2216000,-83408.81107940752,298.71707822544914,0.9886555516270384
2217000,-83590.50597243075,302.3708474821951,0.9707220644060883
2218000,-83319.43655625073,307.5711818937126,0.9845171995775649
2219000,-83173.25834005239,299.45841930915566,0.9868833028655254
2220000,-83227.88618090074,303.1113810615339,0.9840764767714394
2221000,-83040.77959322312,303.126488538761,0.9833675554938831
2222000,-82327.85771798983,308.7900843120258,0.9691703257889385
2223000,-82920.06320561894,298.9969860084108,0.9875341083808277
2224000,-83096.04297655832,294.2248666323826,0.9815629734533868
2225000,-82663.83282161213,291.9353930107188,0.9783897638530815
2226000,-82749.25717384502,305.7403553392828,0.9772708695583234
2227000,-83316.31305274245,296.2379976778819,0.9840276771911615
2228000,-83178.86709676654,297.45524776509745,0.9788141868082337
2229000,-83566.39053311967,297.13412033783544,0.9896317158642574
2230000,-83545.54922743782,301.6505962107988,0.9858131065666937
2231000,-83113.85350136115,302.5700324263183,0.9814138412298794
2232000,-83472.23465753475,299.0338808069409,0.9772158019134619
2233000,-83141.50391621253,290.24008592510444,0.9825193908700351
2234000,-83376.33501378488,300.102296074275,0.9834654547694405
2235000,-83639.31273351418,299.0656959835578,0.9932047775489168
2236000,-82549.41466343263,293.07995994739076,0.9864475713277696
2237000,-83381.31509829679,307.45006191362114,0.9936729004237119
2238000,-83185.42080213613,300.75963511118636,0.9808607229160161
2239000,-82693.5215297385,294.8856231986385,0.9895699240767635
2240000,-83100.51398768998,303.17931276178024,0.9912266737461556
2241000,-83487.644391927,296.4617625654707,0.9903852877191488
2242000,-83497.47251256573,292.802956953387,0.9849273139179555
2243000,-83045.81934351294,306.0928593634296,0.9763520543634013
2244000,-83238.86190601217,296.0787914963953,0.9904513713821024
2245000,-83195.05820253136,299.27303622933715,0.9883731308536389
2246000,-83142.8910395854,299.29682683192993,0.9865659455994091
2247000,-83172.15610784909,294.34951611506506,0.9790064868890813
2248000,-82573.57613597659,304.77496724990095,0.969951093518265
2249000,-82502.14366862678,294.04653255564364,0.974597965200102
2250000,-82922.96241027414,296.78443534883627,0.9928777792678916
2251000,-82856.43991320487,300.0637195339815,0.9969174867543252
2252000,-83111.40797321481,298.07355187839283,0.9931384161768126
2253000,-83439.63102901418,300.1640342267279,0.9858096893402275
2254000,-83167.77396459557,310.9592643323217,0.9888161451801608
2255000,-83164.58396986098,292.7367532981039,0.9870967238797228
2256000,-82828.69955834502,295.0810661551216,0.9769224067068272
2257000,-83363.42525290855,299.013118206191,0.9801452243956162
2258000,-83322.10700764525,305.4543936951574,0.9863274542031784
2259000,-83269.5862337033,300.7918509088195,0.9852405561488955
2260000,-83621.38702869107,295.7242233912447,0.979585020776174
2261000,-83101.93065507634,299.90262937117086,0.989342339589916
2262000,-82524.40199151973,297.92898843321075,0.9759901480883195
2263000,-82750.50421029521,303.6626833704299,0.9816671055464811
2264000,-82969.22556194424,309.78678669086395,0.9800641518121733
2265000,-83090.45081561158,305.8444836723597,0.9724763366296945
2266000,-83198.64649260428,302.7133631662021,0.9809780298724857
2267000,-82778.74409962323,305.374809578485,0.9755493428601046
2268000,-83607.94498797372,300.2724286592045,0.9918418240192391
2269000,-83318.36199172784,298.60021521427785,0.9872246583745634
2270000,-83056.55531025381,300.6528687398719,0.9821178958028447
2271000,-82766.4107892926,304.0403868981622,0.9828460030520212
2272000,-83057.30393592041,297.64364563985686,0.9800171576238492
2273000,-83584.58157139848,299.58253695833,0.9899867445025288
2274000,-82825.94514035236,300.679415566283,0.9796154641874738
2275000,-83212.66096549836,297.91522560240895,0.989147913350314
2276000,-83140.05771710502,303.7094505433571,0.9823035427408142
2277000,-82768.23655042722,294.47043919905127,0.9836904971229065
2278000,-83296.37539683335,302.3662921736887,0.9936163354544492
2279000,-82986.14259384794,299.55397477855473,0.9770638569726731
2280000,-82439.03362543567,297.5215735969586,0.9676269292935965
2281000,-82982.68255225488,304.7759199620379,0.9776175208378607
2282000,-82597.24406606279,294.6507521100588,0.9849184015465481
2283000,-82869.95926311368,299.8013715179394,0.9752482710148139
2284000,-83228.90047329414,300.1426322400032,0.9821257846088248
2285000,-83143.81747817091,293.6397305634845,0.9893110559836337
2286000,-82825.43278491963,297.82426148593635,0.9790224000961177
2287000,-83217.79666047753,300.18686533152885,0.9797230601312609
2288000,-83226.7772183097,300.5174743230097,0.9813373110662617
2289000,-83045.11358292797,295.10112070756855,0.9738365821284813
2290000,-82813.85091383161,301.7017837633695,0.9814384494716112
2291000,-82885.22744164837,303.6910225868881,0.9844634436836314
2292000,-83048.801608846,302.05601137976646,0.9826323874973795
2293000,-82901.51320695039,302.40000799692575,0.9810080717683813
2294000,-82743.00009979203,300.9578307003834,0.986120545015686
2295000,-83188.86555395788,303.1240730276359,0.9748222534262766
2296000,-82877.56934154464,301.4805855750479,0.979652802240917
2297000,-83041.79494657734,299.81059911330874,0.9877599669141116
2298000,-82818.93819465523,301.4694104689554,0.9779331228185159
2299000,-82731.24086568243,297.39348647551117,0.9875743979544316
2300000,-82828.620721129,296.89403536705834,0.9845607907885745
2301000,-82874.54290991492,296.58547821756497,0.9769669090886819
2302000,-82698.73419136216,294.88372230938177,0.9832389172496246
2303000,-83093.41222128615,299.7845526917584,0.9808903317932655
2304000,-83176.6713277392,305.67672596520464,0.9826067705909165
2305000,-83091.78223616659,295.9287092880037,0.9846309067854333
2306000,-83019.71300223644,298.784098618864,0.9832715908145555
2307000,-82906.58454365074,306.0476710009609,0.973143737903666
2308000,-82835.58642016485,297.34731280151976,0.9848012007827336
2309000,-82721.8005078389,298.65041296744425,0.9874042042529746
2310000,-83062.62315048854,307.1836144295458,0.9746691266706426
2311000,-83061.35843021335,301.0486155680181,0.9860636546730698
2312000,-82787.682803442,297.9253854215141,0.9734935775181065
2313000,-83213.16389271012,299.9841912480891,0.9790356191075024
2314000,-83542.34105672524,301.0932375017505,0.9873825311646951
2315000,-83500.56563073618,302.05029222613007,0.9893069979855178
2316000,-83178.37588744477,298.4922435669729,0.9773714510593249
2317000,-83387.50980540388,295.78284473023575,0.9870950337464734
2318000,-83680.7621209487,302.89002827014974,0.9883650564247191
2319000,-83452.54675473779,302.9566822397124,0.980334090153831
2320000,-83969.78197483951,295.35369175834217,0.9902724912758675
2321000,-83280.40843019949,306.35319109071986,0.9860376533944913
2322000,-83564.2213573709,293.09235021480197,0.9810517267421567
2323000,-83183.15872709447,300.16699419510775,0.9907268057449131
2324000,-83504.58261486352,298.3308597165713,0.9898134295886729
2325000,-82659.57242980943,294.9393783499273,0.9813292092895989
2326000,-82993.46065820218,297.79988255735617,0.9944942462268732
2327000,-83065.7671953268,298.7649215859264,0.9801482620318422
2328000,-82912.17273623461,300.1163726085826,0.9742690966562455
2329000,-83333.69313662715,301.38251127227363,0.9786256045006789
2330000,-82775.32115607389,297.85204377879415,0.9895005867452439
2331000,-82633.00435143779,309.92039655774266,0.9874451766259916
2332000,-83046.38497695554,304.6599951017061,0.9745697121491793
2333000,-82604.76872294856,301.3921971039164,0.9806335718116376
2334000,-82890.20017297304,298.9088122693058,0.9786888375202571
2335000,-82834.02586797992,305.49781156832904,0.9838285037718743
2336000,-83055.78697131225,302.01937229910686,0.9859439226939049
2337000,-83473.62189466634,304.8520071217644,0.9804223155178605
2338000,-83346.97376765416,301.15036469006805,0.9911661598703593
2339000,-83296.5753625601,294.3090493255104,0.9817142582757261
2340000,-83008.11827433348,300.7398550786927,0.9798714188964244
2341000,-83015.72372500342,297.5047506238006,0.9820498185168022
2342000,-82786.90422058722,297.59954998613375,0.9825216110950763
2343000,-83601.00936704868,291.7540693746877,0.9802083400414124
2344000,-83265.64149738068,293.3711788651253,0.9860123529883673
2345000,-83535.99581466214,296.63806834462616,0.9879451479987187
2346000,-83525.45807364822,301.29100743036923,0.9840650314553681
2347000,-83348.70001372753,295.21085134476795,0.9778994090630341
2348000,-83178.98925145104,304.1365931939265,0.9732039744590231
2349000,-83173.74463977444,293.7641584198399,0.9783408852587862
2350000,-82958.2445293694,298.53546457368486,0.9898778722020211
2351000,-82838.37746460614,298.4591879886985,0.9835805628228657
2352000,-83225.76989544486,303.50467949698276,0.9779301358336224
2353000,-82992.08749620803,292.03430587808487,0.9914845176812792
2354000,-83001.3582146251,300.4595689436124,0.980640481290654
2355000,-83293.48376840411,299.81630531362043,0.9865040877589385
2356000,-82851.00506757433,294.5760154960408,0.984171994007842
2357000,-82794.1273987628,296.5977551766723,0.9846884117039582
2358000,-83055.19222336571,299.21563585408353,0.9746415302899167
2359000,-82543.24788225134,295.97905836888106,0.9723191337173359
2360000,-83193.03929318854,299.7310857667567,0.9920798098722217
2361000,-83026.75153181097,300.9007749491065,0.9840194388853416
2362000,-83383.28741778171,305.8299862598937,0.9752752999491042
2363000,-83079.91265221732,300.1578723472091,0.9759326144380869
2364000,-83161.40972591698,301.20054344230493,0.9771987230843108
2365000,-83102.38144002401,300.46752166287774,0.9809718057809603
2366000,-82655.35876545258,295.77171040235606,0.9812932457700805
2367000,-83726.53120099899,303.2895515991437,0.9810881099498254
2368000,-83156.64382988069,303.61826434907624,0.9730170929359961
2369000,-82979.59046063438,295.9114811574925,0.9887557219341438
2370000,-83335.94116785924,294.25746610953246,0.9767672436965261
2371000,-83501.47449335217,295.7859882091908,1.00093738610307
2372000,-83190.9818252566,312.2151211298313,0.9893163864603615
2373000,-82782.49662368465,304.47907339475387,0.979915797780994
2374000,-83316.04255133757,299.44938020295035,0.9952172920121689
2375000,-83216.30470313219,294.1493091746667,0.9762915115804726
2376000,-83387.39984204993,294.52567931789014,0.9854961887675969
2377000,-82981.59451175045,300.085321555135,0.9754106974048043
2378000,-82949.14383009955,307.4794761646693,0.9837786649591388
2379000,-82786.41745781858,303.42485522393406,0.9923267575259073
2380000,-83223.75899758394,302.79846348344057,0.990935078481652
2381000,-83555.99743219878,297.7867039173837,0.9872189850947992
2382000,-83714.0375504432,298.21680313498945,0.99456723802144
2383000,-82993.30848066055,296.7981136980514,0.9776407186018662
2384000,-83151.91440538259,300.5822480875782,0.9845870051944127
2385000,-82942.15508506238,299.3000776930178,0.9886413158043705
2386000,-83471.57198554248,301.7556794687554,0.98774245558957
2387000,-83350.98813210044,302.439978370981,0.9849114224718835
2388000,-83423.07751071209,304.22338392655433,0.9893765725475556
2389000,-83106.18305529671,304.4495695173401,0.9847803835619539
2390000,-82437.82979609724,300.0483693006105,0.9800211469751653
2391000,-83284.53784255724,300.89306524136276,0.9751723695347071
2392000,-83289.01479599677,292.53779167421783,0.9788289588805753
2393000,-83568.63231694675,297.81466137002616,0.9859433977025317
2394000,-83045.48846741725,294.8212221100349,0.9816906438493285
2395000,-82990.75398447015,307.41172643524095,0.9870269782540446
2396000,-83139.25636385253,297.4309465027968,0.9895434457909557
2397000,-83647.0951698476,300.5951357410377,1.0024341696745578
2398000,-82985.85723708762,301.12865514484196,0.9766656629677741
2399000,-83370.75654723961,298.2521252938512,0.986697555869314
2400000,-83497.96969644428,297.5295827821142,0.9972609763513441
2401000,-83143.86752015853,295.84827886855595,0.9839523010433515
2402000,-83315.63287791656,306.0015242934229,0.9930225373577879
2403000,-83250.71945168677,300.3817100016279,0.9904221018879702
2404000,-83261.02141437092,302.50118245507235,0.9940688229271591
2405000,-82409.70483080478,298.9475173558281,0.9777486184518619
2406000,-82678.79079685226,306.26719539536396,0.9797979436948201
2407000,-82911.95779816812,303.4051797554428,0.9865524126356021
2408000,-83471.78596755204,299.15835909702577,0.9884655675803663
2409000,-83260.91568163829,299.3634302651273,0.9912979208986273
2410000,-83424.95676566416,297.7941697119272,0.9905354983103154
2411000,-82615.20803944481,297.25744209540267,0.978543712789859
2412000,-82925.33962417312,299.4983295640817,0.9778905367431661
2413000,-83247.87331763934,298.63778535077273,0.9879741133803246
2414000,-83178.88974737836,299.50472452084847,0.9750372680265266
2415000,-82945.52085585886,300.95322725639187,0.9904605689758679
2416000,-82808.62776902091,292.0828574838166,0.9895496011527808
2417000,-82858.06239801808,296.81734631153154,0.9821811676176222
2418000,-83026.93779255496,306.40540427162375,0.9790267484912459
2419000,-82788.23487524723,290.8501708719967,0.97679220720402
2420000,-83057.39025763154,303.94391245886834,0.9773253920491407
2421000,-82799.76447156136,300.10514353039645,0.9910717583348388
2422000,-82876.87456043222,302.65644971475604,0.9808442923059256
2423000,-82880.63501610915,298.91815177471256,0.9784956016444246
2424000,-82662.49661434966,300.30803592154166,0.9834140824407729
2425000,-83268.08590833389,299.18842983203467,0.983523126500292
2426000,-83375.68182695791,301.28174842421276,0.9819645671224193
2427000,-83435.37222377269,300.09759449208934,0.9867219444263471
2428000,-82718.1326895295,309.8250383125945,0.9722775985562926
2429000,-82534.56863184687,308.1696033514496,0.980321037315502
2430000,-83271.64493566833,309.1499385747391,0.9842031793927483
2431000,-82755.19402431039,293.7674901043332,0.9710392477041782
2432000,-83116.50027804082,301.6441144228591,0.9875238417621967
2433000,-83168.75784777122,306.8215614208228,0.9837552604131029
2434000,-83529.95882603654,300.687358952177,0.9941213662926688
2435000,-83194.48206619243,299.42749124749037,0.9877389848712562
2436000,-83216.73307138606,298.3577008863772,0.9810130254240764
2437000,-83218.28138023452,297.0370644035782,0.9869919228668346
2438000,-82861.7228006802,299.04029160929537,0.9742247849314783
2439000,-83183.98139187571,299.2141613807446,0.9782802364261918
2440000,-83162.29882673942,300.0879154882618,0.9771286627993125
2441000,-82884.361262421,300.29729723453363,0.9890272086576952
2442000,-83132.82718619879,305.8675455749545,0.9846017871842312
2443000,-82971.80056578596,298.1640604448519,0.9833687642009622
2444000,-83393.87292068813,305.4374326671038,0.9753642410587077
2445000,-83141.37110798538,305.6534548871272,0.9873929190890983
2446000,-83017.87375842803,307.6375574474316,0.9917758048550092
2447000,-83147.58665019664,301.2240871967444,0.9901270716563513
2448000,-83237.51802577014,300.57098989884133,0.9826465205386039
2449000,-82848.29303901468,301.577825275747,0.9878674465330807
2450000,-83103.19429047732,298.444455582719,0.9763432971449083
2451000,-82758.25839722517,300.4865139988337,0.977565277383006
2452000,-82862.7118540908,296.21665712645637,0.985488655903806
2453000,-83070.96569605579,297.3045434559985,0.9776314335747299
2454000,-83749.12197783176,300.9076025836804,0.9920879755369026
2455000,-83210.38261975301,295.00333685325774,0.9902786423823656
2456000,-82873.93396283477,294.7437477180806,0.9818118945281429
2457000,-83462.7164327731,302.08457425064245,0.9883099020011088
2458000,-83448.84104693396,295.8180598850629,0.9968716521408891
2459000,-83369.65016297187,297.790476107452,0.9903271924977809
2460000,-83203.61718199227,302.6552712037522,0.9862763651534159
2461000,-82965.18933196826,301.54839910068654,0.9909855271721274
2462000,-83308.84972912446,302.5240388136253,0.9937528887044886
2463000,-83413.91186124238,301.05989861662624,0.9904953687645045
2464000,-83783.16670556029,298.1143488165709,0.9864473710437538
2465000,-83224.38492461009,291.1598685202948,0.9875144407203793
2466000,-83234.7254401365,301.64044764373494,0.983308106924452
2467000,-83583.66226492432,295.098959136995,0.9795101031944264
2468000,-83557.07274012547,304.01011091860926,0.9771593912144989
2469000,-83084.58274709404,301.22633444724494,0.97776085055802
2470000,-83061.7589764453,298.989696598861,0.9920293898577626
2471000,-83034.22900650033,299.33399747556757,0.9899293199770555
2472000,-83045.9557332191,303.46671877292704,0.9790792881919069
2473000,-82936.60192492174,301.0257204121847,0.9811496594527848
2474000,-82919.61594013305,297.84010949969576,0.983134944241417
2475000,-83093.15200618136,295.5441681912254,0.9937567515342397
2476000,-82777.63854985416,302.21961512951276,0.9747365438543556
2477000,-82697.01275495283,298.37016866113345,0.9771185402369067
2478000,-83497.09032250504,300.1302946667402,0.9859646993202655
2479000,-82977.3041854956,299.2476344349128,0.9739061457135328
2480000,-82600.51081390848,294.5339561974301,0.9835834753001035
2481000,-82770.83106712939,300.01136623395627,0.9881118400681589
2482000,-82602.97656084766,303.45516726341793,0.97489628194087
2483000,-83181.14515574224,302.44991761944567,0.9824756408685205
2484000,-82823.377760161,301.2177558142897,0.9829664561111541
2485000,-83358.51977467258,298.9859044521332,0.993854200759561
2486000,-83232.95761710551,304.1851284015064,0.977276088612256
2487000,-82833.92797673354,299.1451530673738,0.9931185471307971
2488000,-83106.90835868713,307.2188522210606,0.9918355327478465
2489000,-82762.77174304897,297.65676814886933,0.9724230677454676
2490000,-83251.89995671378,299.3440946467548,0.9855557358103164
2491000,-83265.66660219932,297.7495644903994,0.9742812838150667
2492000,-83468.74273618218,302.38833015489513,0.979241759574471
2493000,-83216.50578383228,303.22497435567277,0.9844315415158602
2494000,-83020.2665737521,294.30669537992674,0.9902508153243937
2495000,-82936.12032072083,298.52919703924755,0.9778651432384228
2496000,-83039.67259670113,294.0550477260066,0.9860082383618759
2497000,-83465.16402322403,297.1678178865433,0.9961146426789274
2498000,-83361.08960540558,296.7338011580256,0.9898086508041105
2499000,-83290.81568139832,302.27407339912895,0.9933846548369385
2500000,-83287.7529940462,305.4911088839173,0.9789567726962127
2501000,-82835.39512305608,297.8314910061482,0.984213437815162
2502000,-82783.35622323025,302.21750334080986,0.9763968325144916
2503000,-82881.79514367651,298.2688405685105,0.9853543234688049
2504000,-82143.10994118842,306.4705685713682,0.9733697062658905
2505000,-83211.63519437658,313.112905848112,0.9849318611351982
2506000,-83061.02840569703,298.31605837366214,0.9832597849461092
2507000,-83346.04582434625,291.9499299600755,0.9818986690077244
2508000,-83486.22502187884,299.4643934140329,0.9820316812486887
2509000,-82385.74617297703,295.9940695895056,0.9805924507421847
2510000,-82855.55682589288,304.83151299425106,0.9823143963399297
2511000,-82901.41153469792,295.36515562412376,0.978725420866389
2512000,-83105.2035666501,308.05825817945873,0.9785785831808534
2513000,-82982.97624124255,303.97994856794475,0.9769924854894085
2514000,-82954.46713880298,297.5052791624203,0.9758572609058548
2515000,-83528.47034224094,309.069946292742,0.9840824935678947
2516000,-83085.82636504131,302.37613850865864,0.9862154985048132
2517000,-82876.59000928659,306.8669706040395,0.987828971801302
2518000,-83418.85208813124,302.7790431241487,0.9840593820670553
2519000,-83768.55267965765,307.4794476367159,0.9857009312785968
2520000,-83064.43143945961,300.39149858224283,0.9731201921208245
2521000,-83172.34010976955,301.70591156868664,0.9871905176426108
2522000,-83871.28395291569,290.21911389665814,0.9843077464036032
2523000,-83092.63971841434,300.1059651036805,0.981134260300833
2524000,-83282.13282123196,302.38702188170276,0.981203917733518
2525000,-83233.21371150651,310.51175426345867,0.9984095833194988
2526000,-82713.26732428942,308.40239427579814,0.9857277956797265
2527000,-82753.15432635014,301.9572225866363,0.9862883828722673
2528000,-83207.52025887021,294.5260657016466,0.9800256846701805
2529000,-83095.95963173098,302.2897296900172,0.9804638291678011
2530000,-82963.30538387201,304.2940113319331,0.978151366352696
2531000,-83045.47075323266,300.5672286806557,0.9838853874817214
2532000,-83128.59110403451,296.7340139034618,0.9936080363576243
2533000,-82823.36211106664,300.4839087245407,0.9805520534008023
2534000,-83347.33163106581,295.72708090351847,0.9853295172740538
2535000,-83283.86894549767,295.2263950325184,0.9902009630473361
2536000,-83306.88615599414,294.81300938826274,0.997426262304752
2537000,-82820.52553035272,303.48668450379796,0.9855387213114511
2538000,-83429.63041065901,304.61335879677017,0.989802025800639
2539000,-83138.8561277705,299.5908760772256,0.9886665546317216
2540000,-82942.67625390779,299.36920491593673,0.9710710605635179
2541000,-83015.29177993763,297.77573228153585,0.9876972458058596
2542000,-83220.60235668853,304.16862236153014,0.9799028704410164
2543000,-82853.67146840278,299.59882258207716,0.9822489638115804
2544000,-82977.24607274291,302.5743237143965,0.9812268826111225
2545000,-82881.61137100903,305.76118661663014,0.9792178393832387
2546000,-83331.47457574925,299.3875979364079,0.9845007968635977
2547000,-83291.67976830498,302.64175498145187,0.9988292264149096
2548000,-82931.94684897218,299.98732148247717,0.9913331420168618
2549000,-83191.70455099718,297.7316476644586,0.9855203288485522
2550000,-82896.99307763233,305.28121679574593,0.9876515189418628
2551000,-83541.41214461485,300.4707175111921,0.9941231378139246
2552000,-83598.69272857485,305.3518142772004,0.9837594529758268
2553000,-83350.16244533198,304.6649440874528,0.9840651436926432
2554000,-82786.95019148348,302.24315796393597,0.9738951332378303
2555000,-82907.98211020627,299.8961290773431,0.9882739046166507
2556000,-83040.58235940902,298.77030413230466,0.9915969226312117
2557000,-83155.47423139977,302.3553443040478,0.9775484929832958
2558000,-82888.73222769966,303.9355296178525,0.9848365311118382
2559000,-82479.73476579163,293.6693868889973,0.9743014190554897
2560000,-82968.71726925898,293.31877738978034,0.9903178345731724
2561000,-82536.37022640218,302.377812258268,0.9778100853474854
2562000,-82386.78662826732,301.75379590106786,0.9753390876411637
2563000,-82781.56340944022,301.74081370461033,0.9781493617337994
2564000,-82836.13861125975,293.6576853364231,0.9836080930306742
2565000,-82783.73683636606,295.2314367165167,0.9845922368177418
2566000,-83483.56071778323,298.99154717966263,0.986331154271328
2567000,-83128.22304181178,299.0023146022619,0.9749791188194292
2568000,-83025.20487931481,307.0978286385304,0.9831750104025755
2569000,-83097.98198929976,304.20981673526035,0.9908592482211938
2570000,-83003.16070167773,302.7957168611831,0.9780934261452845
2571000,-83285.1963586926,299.77323615745564,0.9857881341354585
2572000,-83119.06427711184,297.8662842062621,0.985612379487711
2573000,-82889.9787154448,294.6738083355094,0.979217094814018
2574000,-83314.804573301,298.6233503070228,0.9950369217915581
2575000,-82923.175524474,298.81163180338774,0.990995447398354
2576000,-82989.53979872173,303.43868697252924,0.98832367557786
2577000,-83243.74681364727,297.79195594779884,0.9847921505687122
2578000,-83391.15234365495,300.99450242531833,0.983544521655808
2579000,-82689.88322110375,297.94948901471366,0.9794695772087684
2580000,-82827.74085946131,299.96641080732854,0.9958084274832111
2581000,-82865.91614400502,303.22648189849394,0.9783388232581177
2582000,-82692.50573581964,302.1300487722988,0.9751063224288149
2583000,-82865.40591180709,301.71555665295654,0.9802472814988522
2584000,-82914.34310075385,301.2541934561219,0.976082531382682
2585000,-83214.60378527589,300.2145047594125,0.974790480005955
2586000,-83045.597687723,297.74295317542135,0.9909012205412678
2587000,-83207.4056170453,302.087636783663,0.9973278420261785
2588000,-83177.78842254775,297.75274180538736,0.9841820778602082
2589000,-83261.77321105287,297.2357118501914,0.9875213234379714
2590000,-82879.80131671712,302.3330846985389,0.9771558007733335
2591000,-83437.21756270085,298.85405998142386,0.9919286079987736
2592000,-82277.49745376967,302.36845275726813,0.9771274989036689
2593000,-82937.50104246632,301.8378590391334,0.9836908555229592
2594000,-82623.3422274171,302.48181655744753,0.9794446175399095
2595000,-83556.25865414104,298.0586193424833,0.9875650987491438
2596000,-83111.75112294446,296.47598670728036,0.9815274575599278
2597000,-82976.39124323445,300.9489861581405,0.9826103202889246
2598000,-83232.39552316954,303.44052478559803,0.9786936202159674
2599000,-83249.13970916806,296.5968596183219,0.984958479075315
2600000,-82620.25900175853,300.49789669240477,0.9815457585824333
2601000,-82988.9316673454,299.5428538113152,0.9917574714142104
2602000,-83524.20898791135,303.41183075349045,0.9791551365520781
2603000,-83153.86686451419,296.6006876532467,0.9828413151589732
2604000,-82857.46045374672,290.9273634340854,0.9836159122881414
2605000,-82997.26420587767,304.2106287421404,0.9896762621745469
2606000,-82573.26345444226,307.4037230772994,0.9910540411427975
2607000,-82860.97991919285,302.0338886658475,0.9874350800406634
2608000,-82968.03087027202,297.49958949499666,0.9818273277659524
2609000,-82871.49226839753,297.98255746731513,0.978468098423528
2610000,-82998.58692654024,304.6596897343394,0.9812299836146037
2611000,-82826.94178178848,300.1501387877569,0.9867299830393957
2612000,-82605.07804061449,305.1207106399508,0.986210292186722
2613000,-82696.94892223278,296.17619623877533,0.9845833578668499
2614000,-82828.68151884602,296.97482690725377,0.9739990832359245
2615000,-82642.82179083588,304.38270452910973,0.9714982661944646
2616000,-83108.86733180465,302.9204716842798,0.993339617168078
2617000,-83257.71869924257,307.1077986473573,0.9853072963019711
2618000,-83138.33997911745,302.393556588249,0.9880082988105786
2619000,-82801.32661242067,301.98441510336096,0.9792614417257935
2620000,-82433.99616509106,303.8876625088482,0.9820702278632054
2621000,-82917.7865949577,299.02702263222113,0.9786055409934628
2622000,-83078.55645902635,295.8516822708654,0.9796459420366671
2623000,-82973.23744484998,302.5858189636164,0.97367142950501
2624000,-82974.54246340808,305.5561117512558,0.9918193065258263
2625000,-83155.48841431411,300.8675957314204,0.9908296627730783
2626000,-83287.58964467642,299.7386567551391,0.988756064056376
2627000,-82756.26617786783,295.9449917147377,0.9750261989711807
2628000,-83375.30702504236,302.4026422938927,0.9835390693527739
2629000,-82919.53449443239,300.6799809777522,0.978706348590122
2630000,-82634.44743746653,299.2319578081973,0.9803368826055255
2631000,-82684.24774460448,309.46855800961094,0.9783597201237354
2632000,-82819.8293055055,300.87833369069097,0.9814784762679134
2633000,-83120.47148756188,301.96414310316146,0.9723775268654937
2634000,-82889.76171127608,295.37231925498224,0.9772778349398153
2635000,-83529.63889859233,301.93202221087904,0.9733786423633396
2636000,-83187.81854068715,300.9424597785304,0.983993318089618
2637000,-83383.63048038998,304.3052175982269,0.9876959868576992
2638000,-83356.94708599104,300.0646087101797,0.9857027624663863
2639000,-83145.26915817754,294.5476356061803,0.9905499806613863
2640000,-83169.70322831924,302.81544817561655,0.9862388365247482
2641000,-83096.86611889192,302.26899088162423,0.9967903659011507
2642000,-83017.75661374122,300.2036272524073,0.9761539044757127
2643000,-83087.66500194848,299.4389356832932,0.9884960515045925
2644000,-82908.61297424766,303.42907565567947,0.9850657972049213
2645000,-83452.63256610179,301.76079810904605,0.9896128357730322
2646000,-83345.55378721759,302.37225953850435,0.9881544056851992
2647000,-83397.69444874872,298.74773681991957,0.9921590750759637
2648000,-83296.54629038234,302.40676892418696,0.974760143875134
2649000,-82995.70391648763,298.8622103424885,0.9651689138049846
2650000,-83287.502707634,303.07282721600706,0.9971188905285905
2651000,-83363.64673920214,299.7656244857128,0.9904908374536667
2652000,-83087.3950548211,302.6061415433791,0.9831865305670995
2653000,-82811.01127991884,293.68414486795774,0.9768726751077044
2654000,-83131.88478340267,297.24101409926806,0.9801048142095685
2655000,-83312.1629364079,302.484247001106,0.9826379927001833
2656000,-83303.69627312984,297.7230198222026,0.9893309729562024
2657000,-83107.46842601057,301.5612441174486,0.9768011301866907
2658000,-82956.2748136014,307.18997712644165,0.9853750140931571
2659000,-82926.89751049055,304.2352894754288,0.9871723063622361
2660000,-82823.48559970764,305.7981844666092,0.9802370226664696
2661000,-82968.73707269481,300.9259773613351,0.9820021379031711
2662000,-83140.37136742973,301.5787258736453,0.9935672170461557
2663000,-83081.76303870522,299.45601774681404,0.9883718810252456
2664000,-83017.3621289747,308.23260227324334,0.995249446728166
2665000,-82891.0033228221,296.2989863763433,0.9917869806878244
2666000,-83265.35176101595,297.90337324740136,0.9883760397756135
2667000,-82931.99445611594,301.1465001754148,0.9892211076926238
2668000,-83124.97741588543,301.6952945627428,0.9884074574181524
2669000,-82923.15481059824,301.1782723305513,0.9837388813006962
2670000,-82790.63441080588,295.5901374379598,0.9744607977298684
2671000,-83167.62135156104,308.0426755880393,0.9897808953884539
2672000,-83163.83297568344,297.36819818637815,0.9824923561923407
2673000,-83202.42538050644,306.845023037996,0.9891081839604566
2674000,-82606.07213322248,299.85552544546783,0.9733935891010453
2675000,-83466.0513705099,304.8257474934966,0.9833308925078706
2676000,-83751.2956638009,302.55155870665845,0.9905372694904768
2677000,-83293.79547587375,305.32140686051014,0.9789294813102746
2678000,-82977.40143434098,304.90051220948743,0.9799567659303197
2679000,-82967.53409105481,306.1332715152161,0.979358848395806
2680000,-83089.84754588199,301.1968166841745,0.9887744297529446
2681000,-83195.37920887582,300.0695108829548,0.985167342857446
2682000,-83113.87587044504,302.6587747350716,0.9785345986285819
2683000,-82667.44596558553,305.5328933428629,0.9859380959290912
